date,country,os,browser,market_share
2025-02,Portugal,Mobile,Mi Browser,0.227
2025-02,Portugal,Mobile,Huawei Browser,0.195
2025-02,Portugal,Mobile,DuckDuckGo,0.177
2025-02,Portugal,Mobile,Opera,0.167
2025-02,Portugal,Mobile,Twitter,0.12
2025-02,Portugal,Mobile,Pinterest,0.095
2025-02,Portugal,Mobile,Aloha Browser,0.063
2025-02,Portugal,Mobile,UC Browser,0.026
2025-02,Portugal,Mobile,Ecosia,0.024
2025-02,Portugal,Mobile,Yandex Browser,0.019
2025-02,Portugal,Mobile,Snapchat,0.015
2025-02,Portugal,Mobile,Oculus Browser,0.005
2025-02,Portugal,Mobile,QQ Browser,0.004
2025-02,Portugal,Mobile,Instabridge,0.002
2025-02,Portugal,Mobile,VivoBrowser,0.002
2025-02,Portugal,Mobile,Mint Browser,0.001
2025-02,Portugal,Mobile,Other,0.001
2025-02,Portugal,Mobile,Whale,0.001
2025-02,Portugal,Windows,Chrome,69.71
2025-02,Portugal,Windows,Edge,16.308
2025-02,Portugal,Windows,Firefox,8.07
2025-02,Portugal,Windows,Opera,3.575
2025-02,Portugal,Windows,Brave,1.94
2025-02,Portugal,Windows,Avast Secure Browser,0.21
2025-02,Portugal,Windows,AVG,0.106
2025-02,Portugal,Windows,Yandex Browser,0.038
2025-02,Portugal,Windows,DuckDuckGo,0.028
2025-02,Portugal,Windows,Safari,0.006
2025-02,Portugal,Windows,Vivaldi,0.004
2025-02,Portugal,Windows,Other,0.002
2025-02,Portugal,Windows,Whale,0.002
2025-02,Portugal,Windows,Huawei Browser,0.001
2025-02,Portugal,iOS,Safari,40.098
2025-02,Portugal,iOS,Mobile Safari UI/WKWebView,31.505
2025-02,Portugal,iOS,Chrome,12.767
2025-02,Portugal,iOS,Instagram,8.091
2025-02,Portugal,iOS,Facebook,5.701
2025-02,Portugal,iOS,TikTok,0.508
2025-02,Portugal,iOS,Twitter,0.324
2025-02,Portugal,iOS,Pinterest,0.274
2025-02,Portugal,iOS,Edge,0.259
2025-02,Portugal,iOS,Firefox,0.226
2025-02,Portugal,iOS,DuckDuckGo,0.134
2025-02,Portugal,iOS,Aloha Browser,0.039
2025-02,Portugal,iOS,Snapchat,0.035
2025-02,Portugal,iOS,Yandex Browser,0.018
2025-02,Portugal,iOS,Ecosia,0.017
2025-02,Portugal,iOS,Opera,0.002
2025-02,Portugal,iOS,Other,0.002
2025-02,Romania,Android,Chrome,56.651
2025-02,Romania,Android,Chrome Mobile WebView,20.557
2025-02,Romania,Android,Facebook,12.206
2025-02,Romania,Android,Samsung Internet,6.484
2025-02,Romania,Android,Brave,0.776
2025-02,Romania,Android,Instagram,0.702
2025-02,Romania,Android,Huawei Browser,0.55
2025-02,Romania,Android,Firefox,0.533
2025-02,Romania,Android,TikTok,0.48
2025-02,Romania,Android,Opera,0.358
2025-02,Romania,Android,Mi Browser,0.237
2025-02,Romania,Android,DuckDuckGo,0.158
2025-02,Romania,Android,Edge,0.094
2025-02,Romania,Android,Aloha Browser,0.065
2025-02,Romania,Android,Yandex Browser,0.05
2025-02,Romania,Android,UC Browser,0.037
2025-02,Romania,Android,Twitter,0.014
2025-02,Romania,Android,Ecosia,0.009
2025-02,Romania,Android,Pinterest,0.007
2025-02,Romania,Android,Snapchat,0.007
2025-02,Romania,Android,Oculus Browser,0.006
2025-02,Romania,Android,VivoBrowser,0.006
2025-02,Romania,Android,HiBrowser,0.003
2025-02,Romania,Android,Instabridge,0.003
2025-02,Romania,Android,QQ Browser,0.003
2025-02,Romania,Android,Mint Browser,0.001
2025-02,Romania,Android,Other,0.001
2025-02,Romania,Android,Whale,0.001
2025-02,Romania,Desktop,Chrome,69.196
2025-02,Romania,Desktop,Firefox,10.735
2025-02,Romania,Desktop,Edge,9.349
2025-02,Romania,Desktop,Opera,4.707
2025-02,Romania,Desktop,Brave,2.966
2025-02,Romania,Desktop,Safari,2.608
2025-02,Romania,Desktop,Avast Secure Browser,0.184
2025-02,Romania,Desktop,Yandex Browser,0.115
2025-02,Romania,Desktop,DuckDuckGo,0.068
2025-02,Romania,Desktop,AVG,0.048
2025-02,Romania,Desktop,Whale,0.006
2025-02,Romania,Desktop,Mi Browser,0.005
2025-02,Romania,Desktop,Huawei Browser,0.004
2025-02,Romania,Desktop,Aloha Browser,0.003
2025-02,Romania,Desktop,Vivaldi,0.003
2025-02,Romania,Desktop,Other,0.001
2025-02,Romania,Desktop,UC Browser,0.001
2025-02,Romania,Desktop,Wave Browser,0.001
2025-02,Romania,MacOSX,Chrome,62.748
2025-02,Romania,MacOSX,Safari,27.943
2025-02,Romania,MacOSX,Firefox,4.9
2025-02,Romania,MacOSX,Brave,2.474
2025-02,Romania,MacOSX,Opera,0.972
2025-02,Romania,MacOSX,Edge,0.693
2025-02,Romania,MacOSX,DuckDuckGo,0.242
2025-02,Romania,MacOSX,Yandex Browser,0.02
2025-02,Romania,MacOSX,Aloha Browser,0.004
2025-02,Romania,MacOSX,Other,0.003
2025-02,Romania,MacOSX,Avast Secure Browser,0.001
2025-02,Romania,Mobile,Chrome,46.687
2025-02,Romania,Mobile,Chrome Mobile WebView,15.811
2025-02,Romania,Mobile,Facebook,11.787
2025-02,Romania,Mobile,Safari,9.78
2025-02,Romania,Mobile,Mobile Safari UI/WKWebView,6.17
2025-02,Romania,Mobile,Samsung Internet,5.167
2025-02,Romania,Mobile,Instagram,1.471
2025-02,Romania,Mobile,TikTok,0.65
2025-02,Romania,Mobile,Brave,0.598
2025-02,Romania,Mobile,Firefox,0.465
2025-02,Romania,Mobile,Huawei Browser,0.423
2025-02,Romania,Mobile,Opera,0.277
2025-02,Romania,Mobile,Mi Browser,0.182
2025-02,Romania,Mobile,DuckDuckGo,0.159
2025-02,Romania,Mobile,Edge,0.1
2025-02,Romania,Mobile,Aloha Browser,0.06
2025-02,Romania,Mobile,Pinterest,0.057
2025-02,Romania,Mobile,Yandex Browser,0.045
2025-02,Romania,Mobile,Twitter,0.034
2025-02,Romania,Mobile,UC Browser,0.029
2025-02,Romania,Mobile,Snapchat,0.02
2025-02,Romania,Mobile,Ecosia,0.008
2025-02,Romania,Mobile,Oculus Browser,0.005
2025-02,Romania,Mobile,VivoBrowser,0.005
2025-02,Romania,Mobile,Instabridge,0.003
2025-02,Romania,Mobile,QQ Browser,0.003
2025-02,Romania,Mobile,HiBrowser,0.002
2025-02,Romania,Mobile,Mint Browser,0.001
2025-02,Romania,Mobile,Other,0.001
2025-02,Romania,Mobile,Whale,0.001
2025-02,Romania,Windows,Chrome,69.807
2025-02,Romania,Windows,Firefox,10.896
2025-02,Romania,Windows,Edge,10.632
2025-02,Romania,Windows,Opera,5.179
2025-02,Romania,Windows,Brave,3.012
2025-02,Romania,Windows,Avast Secure Browser,0.211
2025-02,Romania,Windows,Yandex Browser,0.128
2025-02,Romania,Windows,AVG,0.055
2025-02,Romania,Windows,DuckDuckGo,0.052
2025-02,Romania,Windows,Safari,0.009
2025-02,Romania,Windows,Whale,0.007
2025-02,Romania,Windows,Huawei Browser,0.005
2025-02,Romania,Windows,Vivaldi,0.003
2025-02,Romania,Windows,Aloha Browser,0.001
2025-02,Romania,Windows,Other,0.001
2025-02,Romania,Windows,UC Browser,0.001
2025-02,Romania,Windows,Wave Browser,0.001
2025-02,Romania,iOS,Safari,42.418
2025-02,Romania,iOS,Mobile Safari UI/WKWebView,27.284
2025-02,Romania,iOS,Chrome,13.314
2025-02,Romania,iOS,Facebook,10.611
2025-02,Romania,iOS,Instagram,4.12
2025-02,Romania,iOS,TikTok,1.241
2025-02,Romania,iOS,Firefox,0.244
2025-02,Romania,iOS,Pinterest,0.23
2025-02,Romania,iOS,DuckDuckGo,0.168
2025-02,Romania,iOS,Edge,0.116
2025-02,Romania,iOS,Twitter,0.103
2025-02,Romania,iOS,Snapchat,0.064
2025-02,Romania,iOS,Aloha Browser,0.045
2025-02,Romania,iOS,Yandex Browser,0.027
2025-02,Romania,iOS,Ecosia,0.005
2025-02,Romania,iOS,Opera,0.005
2025-02,Romania,iOS,Brave,0.003
2025-02,Romania,iOS,Other,0.003
2025-02,Russian Federation,Android,Chrome,44.57
2025-02,Russian Federation,Android,Yandex Browser,29.095
2025-02,Russian Federation,Android,Chrome Mobile WebView,20.228
2025-02,Russian Federation,Android,Samsung Internet,2.071
2025-02,Russian Federation,Android,Opera,1.353
2025-02,Russian Federation,Android,Mi Browser,1.111
2025-02,Russian Federation,Android,Huawei Browser,0.493
2025-02,Russian Federation,Android,Firefox,0.361
2025-02,Russian Federation,Android,Edge,0.14
2025-02,Russian Federation,Android,Brave,0.124
2025-02,Russian Federation,Android,Aloha Browser,0.114
2025-02,Russian Federation,Android,TikTok,0.091
2025-02,Russian Federation,Android,UC Browser,0.087
2025-02,Russian Federation,Android,DuckDuckGo,0.084
2025-02,Russian Federation,Android,VivoBrowser,0.037
2025-02,Russian Federation,Android,Oculus Browser,0.01
2025-02,Russian Federation,Android,Facebook,0.007
2025-02,Russian Federation,Android,Mint Browser,0.007
2025-02,Russian Federation,Android,QQ Browser,0.007
2025-02,Russian Federation,Android,Pinterest,0.004
2025-02,Russian Federation,Android,Snapchat,0.003
2025-02,Russian Federation,Android,HiBrowser,0.002
2025-02,Russian Federation,Android,Other,0.002
2025-02,Russian Federation,Android,Instagram,0.001
2025-02,Russian Federation,Desktop,Chrome,40.428
2025-02,Russian Federation,Desktop,Yandex Browser,34.0
2025-02,Russian Federation,Desktop,Edge,10.007
2025-02,Russian Federation,Desktop,Opera,7.097
2025-02,Russian Federation,Desktop,Firefox,5.404
2025-02,Russian Federation,Desktop,Safari,2.557
2025-02,Russian Federation,Desktop,Brave,0.397
2025-02,Russian Federation,Desktop,Mi Browser,0.04
2025-02,Russian Federation,Desktop,Avast Secure Browser,0.019
2025-02,Russian Federation,Desktop,DuckDuckGo,0.014
2025-02,Russian Federation,Desktop,Huawei Browser,0.014
2025-02,Russian Federation,Desktop,Vivaldi,0.006
2025-02,Russian Federation,Desktop,Aloha Browser,0.005
2025-02,Russian Federation,Desktop,AVG,0.003
2025-02,Russian Federation,Desktop,Whale,0.003
2025-02,Russian Federation,Desktop,Mint Browser,0.002
2025-02,Russian Federation,Desktop,Other,0.002
2025-02,Russian Federation,Desktop,UC Browser,0.002
2025-02,Russian Federation,MacOSX,Safari,46.714
2025-02,Russian Federation,MacOSX,Chrome,38.699
2025-02,Russian Federation,MacOSX,Yandex Browser,8.228
2025-02,Russian Federation,MacOSX,Firefox,3.991
2025-02,Russian Federation,MacOSX,Opera,1.331
2025-02,Russian Federation,MacOSX,Edge,0.59
2025-02,Russian Federation,MacOSX,Brave,0.364
2025-02,Russian Federation,MacOSX,DuckDuckGo,0.061
2025-02,Russian Federation,MacOSX,Aloha Browser,0.013
2025-02,Russian Federation,MacOSX,Vivaldi,0.007
2025-02,Russian Federation,MacOSX,Other,0.002
2025-02,Russian Federation,Mobile,Chrome,33.495
2025-02,Russian Federation,Mobile,Yandex Browser,24.544
2025-02,Russian Federation,Mobile,Chrome Mobile WebView,14.594
2025-02,Russian Federation,Mobile,Safari,13.405
2025-02,Russian Federation,Mobile,Mobile Safari UI/WKWebView,9.145
2025-02,Russian Federation,Mobile,Samsung Internet,1.656
2025-02,Russian Federation,Mobile,Opera,0.978
2025-02,Russian Federation,Mobile,Mi Browser,0.802
2025-02,Russian Federation,Mobile,Huawei Browser,0.356
2025-02,Russian Federation,Mobile,Firefox,0.288
2025-02,Russian Federation,Mobile,Edge,0.133
2025-02,Russian Federation,Mobile,Pinterest,0.127
2025-02,Russian Federation,Mobile,Aloha Browser,0.103
2025-02,Russian Federation,Mobile,Brave,0.089
2025-02,Russian Federation,Mobile,DuckDuckGo,0.077
2025-02,Russian Federation,Mobile,TikTok,0.071
2025-02,Russian Federation,Mobile,UC Browser,0.065
2025-02,Russian Federation,Mobile,VivoBrowser,0.027
2025-02,Russian Federation,Mobile,Instagram,0.012
2025-02,Russian Federation,Mobile,Oculus Browser,0.008
2025-02,Russian Federation,Mobile,Facebook,0.007
2025-02,Russian Federation,Mobile,QQ Browser,0.006
2025-02,Russian Federation,Mobile,Mint Browser,0.005
2025-02,Russian Federation,Mobile,Snapchat,0.003
2025-02,Russian Federation,Mobile,HiBrowser,0.002
2025-02,Russian Federation,Mobile,Other,0.002
2025-02,Russian Federation,Mobile,WhatsApp,0.002
2025-02,Russian Federation,Mobile,Twitter,0.001
2025-02,Russian Federation,Windows,Chrome,39.926
2025-02,Russian Federation,Windows,Yandex Browser,36.163
2025-02,Russian Federation,Windows,Edge,10.851
2025-02,Russian Federation,Windows,Opera,7.583
2025-02,Russian Federation,Windows,Firefox,5.02
2025-02,Russian Federation,Windows,Brave,0.388
2025-02,Russian Federation,Windows,Avast Secure Browser,0.021
2025-02,Russian Federation,Windows,Huawei Browser,0.015
2025-02,Russian Federation,Windows,DuckDuckGo,0.012
2025-02,Russian Federation,Windows,Safari,0.006
2025-02,Russian Federation,Windows,Vivaldi,0.005
2025-02,Russian Federation,Windows,AVG,0.003
2025-02,Russian Federation,Windows,Whale,0.003
2025-02,Russian Federation,Windows,UC Browser,0.002
2025-02,Russian Federation,Windows,Aloha Browser,0.001
2025-02,Russian Federation,Windows,Other,0.001
2025-02,Russian Federation,Windows,QQ Browser,0.001
2025-02,Russian Federation,iOS,Safari,48.426
2025-02,Russian Federation,iOS,Mobile Safari UI/WKWebView,33.232
2025-02,Russian Federation,iOS,Yandex Browser,12.906
2025-02,Russian Federation,iOS,Chrome,4.563
2025-02,Russian Federation,iOS,Pinterest,0.452
2025-02,Russian Federation,iOS,Firefox,0.1
2025-02,Russian Federation,iOS,Edge,0.086
2025-02,Russian Federation,iOS,Aloha Browser,0.076
2025-02,Russian Federation,iOS,DuckDuckGo,0.06
2025-02,Russian Federation,iOS,Instagram,0.04
2025-02,Russian Federation,iOS,TikTok,0.019
2025-02,Russian Federation,iOS,Facebook,0.009
2025-02,Russian Federation,iOS,Opera,0.007
2025-02,Russian Federation,iOS,WhatsApp,0.006
2025-02,Russian Federation,iOS,UC Browser,0.005
2025-02,Russian Federation,iOS,Snapchat,0.003
2025-02,Russian Federation,iOS,Twitter,0.003
2025-02,Russian Federation,iOS,QQ Browser,0.002
2025-02,Russian Federation,iOS,Mi Browser,0.001
2025-02,Russian Federation,iOS,Puffin,0.001
2025-02,Russian Federation,iOS,Other,0.0
2025-02,Slovakia,Android,Chrome,67.569
2025-02,Slovakia,Android,Facebook,11.44
2025-02,Slovakia,Android,Chrome Mobile WebView,11.003
2025-02,Slovakia,Android,Samsung Internet,6.083
2025-02,Slovakia,Android,Instagram,0.84
2025-02,Slovakia,Android,Firefox,0.731
2025-02,Slovakia,Android,Opera,0.566
2025-02,Slovakia,Android,Brave,0.438
2025-02,Slovakia,Android,Mi Browser,0.403
2025-02,Slovakia,Android,Huawei Browser,0.398
2025-02,Slovakia,Android,DuckDuckGo,0.165
2025-02,Slovakia,Android,Edge,0.132
2025-02,Slovakia,Android,TikTok,0.055
2025-02,Slovakia,Android,Yandex Browser,0.052
2025-02,Slovakia,Android,Aloha Browser,0.051
2025-02,Slovakia,Android,UC Browser,0.017
2025-02,Slovakia,Android,Oculus Browser,0.012
2025-02,Slovakia,Android,Ecosia,0.01
2025-02,Slovakia,Android,Snapchat,0.009
2025-02,Slovakia,Android,Pinterest,0.008
2025-02,Slovakia,Android,Twitter,0.006
2025-02,Slovakia,Android,HiBrowser,0.005
2025-02,Slovakia,Android,QQ Browser,0.002
2025-02,Slovakia,Android,Instabridge,0.001
2025-02,Slovakia,Android,KakaoTalk,0.001
2025-02,Slovakia,Android,Other,0.001
2025-02,Slovakia,Android,VivoBrowser,0.001
2025-02,Slovakia,Android,Whale,0.001
2025-02,Slovakia,Desktop,Chrome,64.041
2025-02,Slovakia,Desktop,Firefox,13.475
2025-02,Slovakia,Desktop,Edge,11.538
2025-02,Slovakia,Desktop,Safari,4.528
2025-02,Slovakia,Desktop,Opera,4.106
2025-02,Slovakia,Desktop,Brave,1.754
2025-02,Slovakia,Desktop,Avast Secure Browser,0.263
2025-02,Slovakia,Desktop,Yandex Browser,0.162
2025-02,Slovakia,Desktop,AVG,0.086
2025-02,Slovakia,Desktop,DuckDuckGo,0.029
2025-02,Slovakia,Desktop,Mi Browser,0.006
2025-02,Slovakia,Desktop,Huawei Browser,0.004
2025-02,Slovakia,Desktop,Vivaldi,0.003
2025-02,Slovakia,Desktop,Whale,0.003
2025-02,Slovakia,Desktop,Aloha Browser,0.002
2025-02,Slovakia,Desktop,Other,0.0
2025-02,Slovakia,MacOSX,Chrome,45.263
2025-02,Slovakia,MacOSX,Safari,44.699
2025-02,Slovakia,MacOSX,Firefox,6.045
2025-02,Slovakia,MacOSX,Brave,2.343
2025-02,Slovakia,MacOSX,Opera,1.112
2025-02,Slovakia,MacOSX,Edge,0.375
2025-02,Slovakia,MacOSX,DuckDuckGo,0.124
2025-02,Slovakia,MacOSX,Yandex Browser,0.032
2025-02,Slovakia,MacOSX,Aloha Browser,0.006
2025-02,Slovakia,MacOSX,Other,0.001
2025-02,Slovakia,Mobile,Chrome,54.082
2025-02,Slovakia,Mobile,Safari,12.354
2025-02,Slovakia,Mobile,Facebook,11.323
2025-02,Slovakia,Mobile,Chrome Mobile WebView,8.169
2025-02,Slovakia,Mobile,Mobile Safari UI/WKWebView,4.902
2025-02,Slovakia,Mobile,Samsung Internet,4.796
2025-02,Slovakia,Mobile,Instagram,1.736
2025-02,Slovakia,Mobile,Firefox,0.624
2025-02,Slovakia,Mobile,Opera,0.422
2025-02,Slovakia,Mobile,Brave,0.325
2025-02,Slovakia,Mobile,Mi Browser,0.299
2025-02,Slovakia,Mobile,Huawei Browser,0.295
2025-02,Slovakia,Mobile,DuckDuckGo,0.169
2025-02,Slovakia,Mobile,Edge,0.141
2025-02,Slovakia,Mobile,TikTok,0.115
2025-02,Slovakia,Mobile,Pinterest,0.07
2025-02,Slovakia,Mobile,Aloha Browser,0.051
2025-02,Slovakia,Mobile,Yandex Browser,0.051
2025-02,Slovakia,Mobile,Twitter,0.024
2025-02,Slovakia,Mobile,Snapchat,0.012
2025-02,Slovakia,Mobile,UC Browser,0.012
2025-02,Slovakia,Mobile,Ecosia,0.009
2025-02,Slovakia,Mobile,Oculus Browser,0.009
2025-02,Slovakia,Mobile,HiBrowser,0.004
2025-02,Slovakia,Mobile,Other,0.002
2025-02,Slovakia,Mobile,QQ Browser,0.002
2025-02,Slovakia,Mobile,KakaoTalk,0.001
2025-02,Slovakia,Mobile,VivoBrowser,0.001
2025-02,Slovakia,Mobile,Whale,0.001
2025-02,Slovakia,Windows,Chrome,66.089
2025-02,Slovakia,Windows,Firefox,13.951
2025-02,Slovakia,Windows,Edge,13.18
2025-02,Slovakia,Windows,Opera,4.52
2025-02,Slovakia,Windows,Brave,1.638
2025-02,Slovakia,Windows,Avast Secure Browser,0.301
2025-02,Slovakia,Windows,Yandex Browser,0.181
2025-02,Slovakia,Windows,AVG,0.099
2025-02,Slovakia,Windows,DuckDuckGo,0.019
2025-02,Slovakia,Windows,Safari,0.011
2025-02,Slovakia,Windows,Huawei Browser,0.004
2025-02,Slovakia,Windows,Whale,0.004
2025-02,Slovakia,Windows,Vivaldi,0.003
2025-02,Slovakia,Windows,Other,0.001
2025-02,Slovakia,iOS,Safari,48.222
2025-02,Slovakia,iOS,Mobile Safari UI/WKWebView,19.579
2025-02,Slovakia,iOS,Chrome,15.027
2025-02,Slovakia,iOS,Facebook,11.303
2025-02,Slovakia,iOS,Instagram,4.443
2025-02,Slovakia,iOS,Firefox,0.326
2025-02,Slovakia,iOS,TikTok,0.298
2025-02,Slovakia,iOS,Pinterest,0.256
2025-02,Slovakia,iOS,DuckDuckGo,0.188
2025-02,Slovakia,iOS,Edge,0.148
2025-02,Slovakia,iOS,Twitter,0.078
2025-02,Slovakia,iOS,Aloha Browser,0.052
2025-02,Slovakia,iOS,Yandex Browser,0.049
2025-02,Slovakia,iOS,Snapchat,0.018
2025-02,Slovakia,iOS,Opera,0.006
2025-02,Slovakia,iOS,Ecosia,0.004
2025-02,Slovakia,iOS,Other,0.003
2025-02,Slovenia,Android,Chrome,70.17
2025-02,Slovenia,Android,Samsung Internet,10.212
2025-02,Slovenia,Android,Facebook,9.872
2025-02,Slovenia,Android,Chrome Mobile WebView,5.988
2025-02,Slovenia,Android,Instagram,0.822
2025-02,Slovenia,Android,Firefox,0.751
2025-02,Slovenia,Android,Huawei Browser,0.625
2025-02,Slovenia,Android,Brave,0.589
2025-02,Slovenia,Android,Opera,0.243
2025-02,Slovenia,Android,DuckDuckGo,0.223
2025-02,Slovenia,Android,Mi Browser,0.173
2025-02,Slovenia,Android,Edge,0.149
2025-02,Slovenia,Android,TikTok,0.066
2025-02,Slovenia,Android,Aloha Browser,0.053
2025-02,Slovenia,Android,Yandex Browser,0.021
2025-02,Slovenia,Android,Snapchat,0.01
2025-02,Slovenia,Android,Ecosia,0.009
2025-02,Slovenia,Android,UC Browser,0.006
2025-02,Slovenia,Android,Oculus Browser,0.004
2025-02,Slovenia,Android,Pinterest,0.004
2025-02,Slovenia,Android,QQ Browser,0.004
2025-02,Slovenia,Android,Other,0.003
2025-02,Slovenia,Android,Twitter,0.003
2025-02,Slovenia,Android,Whale,0.001
2025-02,Slovenia,Desktop,Chrome,63.426
2025-02,Slovenia,Desktop,Firefox,15.423
2025-02,Slovenia,Desktop,Edge,11.437
2025-02,Slovenia,Desktop,Safari,4.552
2025-02,Slovenia,Desktop,Brave,2.545
2025-02,Slovenia,Desktop,Opera,2.203
2025-02,Slovenia,Desktop,Avast Secure Browser,0.236
2025-02,Slovenia,Desktop,Yandex Browser,0.072
2025-02,Slovenia,Desktop,DuckDuckGo,0.052
2025-02,Slovenia,Desktop,AVG,0.044
2025-02,Slovenia,Desktop,Mi Browser,0.003
2025-02,Slovenia,Desktop,Whale,0.003
2025-02,Slovenia,Desktop,Huawei Browser,0.002
2025-02,Slovenia,Desktop,Aloha Browser,0.001
2025-02,Slovenia,Desktop,Other,0.001
2025-02,Slovenia,Desktop,Vivaldi,0.001
2025-02,Slovenia,MacOSX,Safari,44.731
2025-02,Slovenia,MacOSX,Chrome,43.315
2025-02,Slovenia,MacOSX,Firefox,7.774
2025-02,Slovenia,MacOSX,Brave,2.93
2025-02,Slovenia,MacOSX,Opera,0.735
2025-02,Slovenia,MacOSX,Edge,0.313
2025-02,Slovenia,MacOSX,DuckDuckGo,0.154
2025-02,Slovenia,MacOSX,Yandex Browser,0.045
2025-02,Slovenia,MacOSX,Other,0.003
2025-02,Slovenia,Mobile,Chrome,57.371
2025-02,Slovenia,Mobile,Safari,12.984
2025-02,Slovenia,Mobile,Facebook,9.873
2025-02,Slovenia,Mobile,Samsung Internet,7.914
2025-02,Slovenia,Mobile,Chrome Mobile WebView,4.603
2025-02,Slovenia,Mobile,Mobile Safari UI/WKWebView,2.863
2025-02,Slovenia,Mobile,Instagram,1.686
2025-02,Slovenia,Mobile,Firefox,0.682
2025-02,Slovenia,Mobile,Huawei Browser,0.48
2025-02,Slovenia,Mobile,Brave,0.453
2025-02,Slovenia,Mobile,DuckDuckGo,0.219
2025-02,Slovenia,Mobile,Opera,0.188
2025-02,Slovenia,Mobile,TikTok,0.174
2025-02,Slovenia,Mobile,Edge,0.156
2025-02,Slovenia,Mobile,Mi Browser,0.133
2025-02,Slovenia,Mobile,Pinterest,0.055
2025-02,Slovenia,Mobile,Aloha Browser,0.047
2025-02,Slovenia,Mobile,Snapchat,0.044
2025-02,Slovenia,Mobile,Twitter,0.028
2025-02,Slovenia,Mobile,Yandex Browser,0.024
2025-02,Slovenia,Mobile,Ecosia,0.008
2025-02,Slovenia,Mobile,UC Browser,0.005
2025-02,Slovenia,Mobile,Oculus Browser,0.003
2025-02,Slovenia,Mobile,Other,0.003
2025-02,Slovenia,Mobile,QQ Browser,0.003
2025-02,Slovenia,Mobile,Whale,0.001
2025-02,Slovenia,Windows,Chrome,65.58
2025-02,Slovenia,Windows,Firefox,15.917
2025-02,Slovenia,Windows,Edge,13.185
2025-02,Slovenia,Windows,Brave,2.441
2025-02,Slovenia,Windows,Opera,2.422
2025-02,Slovenia,Windows,Avast Secure Browser,0.273
2025-02,Slovenia,Windows,Yandex Browser,0.077
2025-02,Slovenia,Windows,AVG,0.051
2025-02,Slovenia,Windows,DuckDuckGo,0.042
2025-02,Slovenia,Windows,Safari,0.005
2025-02,Slovenia,Windows,Whale,0.004
2025-02,Slovenia,Windows,Huawei Browser,0.002
2025-02,Slovenia,Windows,Other,0.001
2025-02,Slovenia,iOS,Safari,56.293
2025-02,Slovenia,iOS,Chrome,14.851
2025-02,Slovenia,iOS,Mobile Safari UI/WKWebView,12.425
2025-02,Slovenia,iOS,Facebook,9.916
2025-02,Slovenia,iOS,Instagram,4.575
2025-02,Slovenia,iOS,TikTok,0.536
2025-02,Slovenia,iOS,Firefox,0.455
2025-02,Slovenia,iOS,Pinterest,0.228
2025-02,Slovenia,iOS,DuckDuckGo,0.206
2025-02,Slovenia,iOS,Edge,0.172
2025-02,Slovenia,iOS,Snapchat,0.158
2025-02,Slovenia,iOS,Twitter,0.11
2025-02,Slovenia,iOS,Yandex Browser,0.035
2025-02,Slovenia,iOS,Aloha Browser,0.026
2025-02,Slovenia,iOS,Ecosia,0.005
2025-02,Slovenia,iOS,Other,0.005
2025-02,Slovenia,iOS,Opera,0.003
2025-02,South Africa,Android,Chrome,55.969
2025-02,South Africa,Android,Chrome Mobile WebView,30.702
2025-02,South Africa,Android,Samsung Internet,4.38
2025-02,South Africa,Android,Facebook,3.632
2025-02,South Africa,Android,Huawei Browser,2.322
2025-02,South Africa,Android,Opera,0.797
2025-02,South Africa,Android,Instagram,0.596
2025-02,South Africa,Android,Brave,0.408
2025-02,South Africa,Android,UC Browser,0.396
2025-02,South Africa,Android,Firefox,0.207
2025-02,South Africa,Android,TikTok,0.159
2025-02,South Africa,Android,Edge,0.142
2025-02,South Africa,Android,DuckDuckGo,0.076
2025-02,South Africa,Android,Twitter,0.074
2025-02,South Africa,Android,Aloha Browser,0.028
2025-02,South Africa,Android,VivoBrowser,0.027
2025-02,South Africa,Android,Mi Browser,0.019
2025-02,South Africa,Android,Pinterest,0.016
2025-02,South Africa,Android,Instabridge,0.015
2025-02,South Africa,Android,Yandex Browser,0.015
2025-02,South Africa,Android,Mobile Safari UI/WKWebView,0.004
2025-02,South Africa,Android,QQ Browser,0.004
2025-02,South Africa,Android,Ecosia,0.003
2025-02,South Africa,Android,Mint Browser,0.003
2025-02,South Africa,Android,Oculus Browser,0.002
2025-02,South Africa,Android,HiBrowser,0.001
2025-02,South Africa,Android,Snapchat,0.001
2025-02,South Africa,Android,Whale,0.001
2025-02,South Africa,Android,Other,0.0
2025-02,South Africa,Desktop,Chrome,66.643
2025-02,South Africa,Desktop,Edge,19.757
2025-02,South Africa,Desktop,Firefox,5.12
2025-02,South Africa,Desktop,Safari,4.184
2025-02,South Africa,Desktop,Brave,2.087
2025-02,South Africa,Desktop,Opera,1.784
2025-02,South Africa,Desktop,Avast Secure Browser,0.2
2025-02,South Africa,Desktop,AVG,0.116
2025-02,South Africa,Desktop,DuckDuckGo,0.048
2025-02,South Africa,Desktop,Yandex Browser,0.025
2025-02,South Africa,Desktop,Huawei Browser,0.013
2025-02,South Africa,Desktop,QQ Browser,0.01
2025-02,South Africa,Desktop,UC Browser,0.003
2025-02,South Africa,Desktop,Whale,0.003
2025-02,South Africa,Desktop,VivoBrowser,0.002
2025-02,South Africa,Desktop,Aloha Browser,0.001
2025-02,South Africa,Desktop,Coc Coc,0.001
2025-02,South Africa,Desktop,Vivaldi,0.001
2025-02,South Africa,Desktop,Wave Browser,0.001
2025-02,South Africa,Desktop,Other,0.0
