date,country,browser,market_share
2025-02,Bulgaria,UC Browser,0.023
2025-02,Bulgaria,Pinterest,0.022
2025-02,Bulgaria,AVG,0.011
2025-02,Bulgaria,HiBrowser,0.006
2025-02,Bulgaria,Ecosia,0.005
2025-02,Bulgaria,Snapchat,0.003
2025-02,Bulgaria,Whale,0.003
2025-02,Bulgaria,Oculus Browser,0.002
2025-02,Bulgaria,Other,0.002
2025-02,Bulgaria,QQ Browser,0.002
2025-02,Bulgaria,Vivaldi,0.002
2025-02,Bulgaria,VivoBrowser,0.001
2025-02,Canada,Chrome,46.952
2025-02,Canada,Safari,19.324
2025-02,Canada,Mobile Safari UI/WKWebView,11.101
2025-02,Canada,Edge,6.814
2025-02,Canada,Firefox,3.94
2025-02,Canada,Facebook,3.179
2025-02,Canada,Chrome Mobile WebView,2.689
2025-02,Canada,Instagram,1.616
2025-02,Canada,Samsung Internet,1.533
2025-02,Canada,Brave,0.999
2025-02,Canada,Opera,0.818
2025-02,Canada,DuckDuckGo,0.253
2025-02,Canada,Pinterest,0.208
2025-02,Canada,TikTok,0.16
2025-02,Canada,Aloha Browser,0.113
2025-02,Canada,Twitter,0.06
2025-02,Canada,Snapchat,0.047
2025-02,Canada,AVG,0.044
2025-02,Canada,Avast Secure Browser,0.037
2025-02,Canada,Yandex Browser,0.026
2025-02,Canada,Wave Browser,0.017
2025-02,Canada,Oculus Browser,0.016
2025-02,Canada,UC Browser,0.014
2025-02,Canada,Ecosia,0.01
2025-02,Canada,Huawei Browser,0.008
2025-02,Canada,Mi Browser,0.006
2025-02,Canada,Whale,0.006
2025-02,Canada,KakaoTalk,0.003
2025-02,Canada,VivoBrowser,0.003
2025-02,Canada,QQ Browser,0.002
2025-02,Canada,HiBrowser,0.001
2025-02,Canada,Instabridge,0.001
2025-02,Canada,Other,0.001
2025-02,Canada,Vivaldi,0.001
2025-02,Croatia,Chrome,64.665
2025-02,Croatia,Facebook,7.482
2025-02,Croatia,Safari,7.074
2025-02,Croatia,Samsung Internet,5.079
2025-02,Croatia,Firefox,4.509
2025-02,Croatia,Edge,3.26
2025-02,Croatia,Chrome Mobile WebView,3.198
2025-02,Croatia,Mobile Safari UI/WKWebView,1.136
2025-02,Croatia,Opera,0.998
2025-02,Croatia,Brave,0.961
2025-02,Croatia,Instagram,0.787
2025-02,Croatia,Huawei Browser,0.3
2025-02,Croatia,DuckDuckGo,0.161
2025-02,Croatia,Mi Browser,0.13
2025-02,Croatia,Avast Secure Browser,0.066
2025-02,Croatia,TikTok,0.062
2025-02,Croatia,Aloha Browser,0.033
2025-02,Croatia,Yandex Browser,0.023
2025-02,Croatia,Pinterest,0.019
2025-02,Croatia,AVG,0.017
2025-02,Croatia,Twitter,0.01
2025-02,Croatia,Ecosia,0.007
2025-02,Croatia,Snapchat,0.007
2025-02,Croatia,UC Browser,0.007
2025-02,Croatia,Whale,0.002
2025-02,Croatia,Instabridge,0.001
2025-02,Croatia,Oculus Browser,0.001
2025-02,Croatia,Other,0.001
2025-02,Croatia,QQ Browser,0.001
2025-02,Croatia,Vivaldi,0.001
2025-02,Croatia,VivoBrowser,0.001
2025-02,Cyprus,Chrome,54.764
2025-02,Cyprus,Safari,16.04
2025-02,Cyprus,Mobile Safari UI/WKWebView,5.415
2025-02,Cyprus,Facebook,4.332
2025-02,Cyprus,Edge,4.271
2025-02,Cyprus,Chrome Mobile WebView,4.103
2025-02,Cyprus,Firefox,3.542
2025-02,Cyprus,Samsung Internet,2.671
2025-02,Cyprus,Instagram,1.567
2025-02,Cyprus,Opera,1.093
2025-02,Cyprus,Brave,0.906
2025-02,Cyprus,Yandex Browser,0.47
2025-02,Cyprus,DuckDuckGo,0.141
2025-02,Cyprus,TikTok,0.127
2025-02,Cyprus,Mi Browser,0.115
2025-02,Cyprus,Twitter,0.107
2025-02,Cyprus,Huawei Browser,0.082
2025-02,Cyprus,Avast Secure Browser,0.059
2025-02,Cyprus,UC Browser,0.051
2025-02,Cyprus,Aloha Browser,0.05
2025-02,Cyprus,Pinterest,0.045
2025-02,Cyprus,AVG,0.014
2025-02,Cyprus,HiBrowser,0.007
2025-02,Cyprus,QQ Browser,0.006
2025-02,Cyprus,VivoBrowser,0.005
2025-02,Cyprus,Ecosia,0.004
2025-02,Cyprus,Snapchat,0.004
2025-02,Cyprus,Oculus Browser,0.003
2025-02,Cyprus,Other,0.003
2025-02,Cyprus,Whale,0.002
2025-02,Czech Republic,Chrome,55.46
2025-02,Czech Republic,Safari,12.115
2025-02,Czech Republic,Edge,7.982
2025-02,Czech Republic,Firefox,7.084
2025-02,Czech Republic,Mobile Safari UI/WKWebView,3.568
2025-02,Czech Republic,Chrome Mobile WebView,3.351
2025-02,Czech Republic,Facebook,2.776
2025-02,Czech Republic,Opera,2.332
2025-02,Czech Republic,Samsung Internet,2.076
2025-02,Czech Republic,Instagram,1.046
2025-02,Czech Republic,Brave,1.03
2025-02,Czech Republic,Yandex Browser,0.236
2025-02,Czech Republic,Avast Secure Browser,0.225
2025-02,Czech Republic,Mi Browser,0.181
2025-02,Czech Republic,DuckDuckGo,0.137
2025-02,Czech Republic,TikTok,0.107
2025-02,Czech Republic,Huawei Browser,0.066
2025-02,Czech Republic,AVG,0.062
2025-02,Czech Republic,Pinterest,0.051
2025-02,Czech Republic,Aloha Browser,0.033
2025-02,Czech Republic,Twitter,0.03
2025-02,Czech Republic,UC Browser,0.018
2025-02,Czech Republic,Vivaldi,0.008
2025-02,Czech Republic,Oculus Browser,0.006
2025-02,Czech Republic,Snapchat,0.006
2025-02,Czech Republic,Ecosia,0.005
2025-02,Czech Republic,HiBrowser,0.004
2025-02,Czech Republic,Other,0.002
2025-02,Czech Republic,VivoBrowser,0.002
2025-02,Czech Republic,QQ Browser,0.001
2025-02,Czech Republic,Whale,0.001
2025-02,Denmark,Chrome,40.296
2025-02,Denmark,Safari,23.195
2025-02,Denmark,Mobile Safari UI/WKWebView,9.93
2025-02,Denmark,Edge,7.797
2025-02,Denmark,Facebook,6.75
2025-02,Denmark,Firefox,3.254
2025-02,Denmark,Chrome Mobile WebView,2.426
2025-02,Denmark,Instagram,2.089
2025-02,Denmark,Samsung Internet,1.653
2025-02,Denmark,Opera,0.923
2025-02,Denmark,Brave,0.656
2025-02,Denmark,TikTok,0.253
2025-02,Denmark,Yandex Browser,0.192
2025-02,Denmark,DuckDuckGo,0.189
2025-02,Denmark,Snapchat,0.115
2025-02,Denmark,Pinterest,0.072
2025-02,Denmark,Avast Secure Browser,0.048
2025-02,Denmark,AVG,0.043
2025-02,Denmark,Aloha Browser,0.027
2025-02,Denmark,Twitter,0.026
2025-02,Denmark,Ecosia,0.018
2025-02,Denmark,Mi Browser,0.016
2025-02,Denmark,Huawei Browser,0.013
2025-02,Denmark,Oculus Browser,0.008
2025-02,Denmark,UC Browser,0.008
2025-02,Denmark,Vivaldi,0.002
2025-02,Denmark,Other,0.001
2025-02,Denmark,QQ Browser,0.001
2025-02,Denmark,VivoBrowser,0.001
2025-02,Denmark,Whale,0.001
2025-02,Estonia,Chrome,57.225
2025-02,Estonia,Safari,11.658
2025-02,Estonia,Firefox,6.325
2025-02,Estonia,Edge,5.307
2025-02,Estonia,Chrome Mobile WebView,4.296
2025-02,Estonia,Mobile Safari UI/WKWebView,3.979
2025-02,Estonia,Facebook,3.229
2025-02,Estonia,Samsung Internet,2.581
2025-02,Estonia,Opera,2.153
2025-02,Estonia,Brave,1.367
2025-02,Estonia,Instagram,0.679
2025-02,Estonia,Yandex Browser,0.555
2025-02,Estonia,DuckDuckGo,0.162
2025-02,Estonia,Huawei Browser,0.107
2025-02,Estonia,Avast Secure Browser,0.077
2025-02,Estonia,Mi Browser,0.07
2025-02,Estonia,TikTok,0.063
2025-02,Estonia,Pinterest,0.04
2025-02,Estonia,Aloha Browser,0.036
2025-02,Estonia,AVG,0.02
2025-02,Estonia,UC Browser,0.017
2025-02,Estonia,Twitter,0.016
2025-02,Estonia,Snapchat,0.01
2025-02,Estonia,Ecosia,0.007
2025-02,Estonia,Oculus Browser,0.006
2025-02,Estonia,Vivaldi,0.004
2025-02,Estonia,QQ Browser,0.003
2025-02,Estonia,Whale,0.003
2025-02,Estonia,HiBrowser,0.001
2025-02,Estonia,Instabridge,0.001
2025-02,Estonia,Other,0.001
2025-02,Finland,Chrome,55.417
2025-02,Finland,Safari,12.809
2025-02,Finland,Firefox,7.652
2025-02,Finland,Edge,6.192
2025-02,Finland,Chrome Mobile WebView,4.501
2025-02,Finland,Mobile Safari UI/WKWebView,3.625
2025-02,Finland,Samsung Internet,2.449
2025-02,Finland,Facebook,2.197
2025-02,Finland,Instagram,1.355
2025-02,Finland,Opera,1.353
2025-02,Finland,Brave,1.13
2025-02,Finland,Yandex Browser,0.501
2025-02,Finland,DuckDuckGo,0.285
2025-02,Finland,TikTok,0.165
2025-02,Finland,Avast Secure Browser,0.07
2025-02,Finland,Aloha Browser,0.051
2025-02,Finland,Pinterest,0.05
2025-02,Finland,Snapchat,0.046
2025-02,Finland,Mi Browser,0.038
2025-02,Finland,Twitter,0.03
2025-02,Finland,Huawei Browser,0.025
2025-02,Finland,UC Browser,0.02
2025-02,Finland,Ecosia,0.015
2025-02,Finland,AVG,0.01
2025-02,Finland,Oculus Browser,0.006
2025-02,Finland,Vivaldi,0.003
2025-02,Finland,VivoBrowser,0.002
2025-02,Finland,Whale,0.002
2025-02,Finland,HiBrowser,0.001
2025-02,Finland,Other,0.001
2025-02,Finland,QQ Browser,0.001
2025-02,France,Chrome,49.122
2025-02,France,Safari,14.888
2025-02,France,Firefox,7.293
2025-02,France,Edge,6.481
2025-02,France,Mobile Safari UI/WKWebView,5.932
2025-02,France,Chrome Mobile WebView,4.883
2025-02,France,Samsung Internet,3.041
2025-02,France,Facebook,2.845
2025-02,France,Instagram,1.5
2025-02,France,Opera,1.371
2025-02,France,Brave,0.918
2025-02,France,TikTok,0.32
2025-02,France,Yandex Browser,0.208
2025-02,France,Snapchat,0.202
2025-02,France,Mi Browser,0.154
2025-02,France,DuckDuckGo,0.147
2025-02,France,Avast Secure Browser,0.139
2025-02,France,Ecosia,0.121
2025-02,France,UC Browser,0.098
2025-02,France,Aloha Browser,0.093
2025-02,France,Twitter,0.074
2025-02,France,Pinterest,0.069
2025-02,France,Huawei Browser,0.055
2025-02,France,AVG,0.015
2025-02,France,Oculus Browser,0.008
2025-02,France,VivoBrowser,0.007
2025-02,France,HiBrowser,0.006
2025-02,France,QQ Browser,0.002
2025-02,France,Vivaldi,0.002
2025-02,France,Whale,0.002
2025-02,France,Instabridge,0.001
2025-02,France,Mint Browser,0.001
2025-02,France,Other,0.001
2025-02,France,Wave Browser,0.001
2025-02,Germany,Chrome,40.589
2025-02,Germany,Safari,17.452
2025-02,Germany,Firefox,11.357
2025-02,Germany,Edge,7.399
2025-02,Germany,Mobile Safari UI/WKWebView,6.121
2025-02,Germany,Chrome Mobile WebView,4.997
2025-02,Germany,Samsung Internet,4.052
2025-02,Germany,Instagram,2.23
2025-02,Germany,Facebook,1.825
2025-02,Germany,Opera,1.746
2025-02,Germany,Brave,0.759
2025-02,Germany,DuckDuckGo,0.315
2025-02,Germany,TikTok,0.273
2025-02,Germany,Yandex Browser,0.173
2025-02,Germany,Ecosia,0.167
2025-02,Germany,Pinterest,0.104
2025-02,Germany,Mi Browser,0.084
2025-02,Germany,Aloha Browser,0.077
2025-02,Germany,Huawei Browser,0.069
2025-02,Germany,Avast Secure Browser,0.061
2025-02,Germany,Twitter,0.041
2025-02,Germany,UC Browser,0.037
2025-02,Germany,AVG,0.019
2025-02,Germany,Snapchat,0.018
2025-02,Germany,Oculus Browser,0.01
2025-02,Germany,QQ Browser,0.004
2025-02,Germany,Vivaldi,0.004
2025-02,Germany,VivoBrowser,0.004
2025-02,Germany,Wave Browser,0.004
2025-02,Germany,Whale,0.004
2025-02,Germany,HiBrowser,0.002
2025-02,Germany,Other,0.002
2025-02,Germany,Instabridge,0.001
2025-02,Germany,Mint Browser,0.001
2025-02,Greece,Chrome,60.5
2025-02,Greece,Safari,8.766
2025-02,Greece,Firefox,6.294
2025-02,Greece,Facebook,5.743
2025-02,Greece,Mobile Safari UI/WKWebView,4.089
2025-02,Greece,Chrome Mobile WebView,4.043
2025-02,Greece,Edge,3.393
2025-02,Greece,Samsung Internet,2.412
2025-02,Greece,Instagram,1.793
2025-02,Greece,Opera,1.115
2025-02,Greece,Brave,0.81
2025-02,Greece,Mi Browser,0.27
2025-02,Greece,Huawei Browser,0.229
2025-02,Greece,TikTok,0.155
2025-02,Greece,DuckDuckGo,0.105
2025-02,Greece,Avast Secure Browser,0.084
2025-02,Greece,Aloha Browser,0.051
2025-02,Greece,Yandex Browser,0.04
2025-02,Greece,Pinterest,0.034
2025-02,Greece,Twitter,0.023
2025-02,Greece,AVG,0.022
2025-02,Greece,UC Browser,0.009
2025-02,Greece,Ecosia,0.005
2025-02,Greece,Snapchat,0.004
2025-02,Greece,Other,0.003
2025-02,Greece,Oculus Browser,0.002
2025-02,Greece,Mint Browser,0.001
2025-02,Greece,QQ Browser,0.001
2025-02,Greece,Vivaldi,0.001
2025-02,Greece,VivoBrowser,0.001
2025-02,Greece,Whale,0.001
2025-02,Hungary,Chrome,57.913
2025-02,Hungary,Safari,8.72
2025-02,Hungary,Firefox,7.331
2025-02,Hungary,Facebook,6.966
2025-02,Hungary,Edge,4.874
2025-02,Hungary,Chrome Mobile WebView,4.331
2025-02,Hungary,Mobile Safari UI/WKWebView,2.864
2025-02,Hungary,Samsung Internet,2.105
2025-02,Hungary,Opera,1.911
2025-02,Hungary,Brave,1.332
2025-02,Hungary,Instagram,0.612
2025-02,Hungary,TikTok,0.237
2025-02,Hungary,Avast Secure Browser,0.184
2025-02,Hungary,Huawei Browser,0.136
2025-02,Hungary,Mi Browser,0.125
2025-02,Hungary,DuckDuckGo,0.113
2025-02,Hungary,Yandex Browser,0.05
2025-02,Hungary,Pinterest,0.048
2025-02,Hungary,Aloha Browser,0.041
2025-02,Hungary,AVG,0.035
2025-02,Hungary,Twitter,0.028
2025-02,Hungary,UC Browser,0.01
2025-02,Hungary,Ecosia,0.007
2025-02,Hungary,Whale,0.006
2025-02,Hungary,Snapchat,0.005
2025-02,Hungary,Oculus Browser,0.003
2025-02,Hungary,Vivaldi,0.003
2025-02,Hungary,Other,0.002
2025-02,Hungary,QQ Browser,0.002
2025-02,Hungary,HiBrowser,0.001
2025-02,Hungary,Instabridge,0.001
2025-02,Hungary,KakaoTalk,0.001
2025-02,Hungary,VivoBrowser,0.001
2025-02,Hungary,webOS,0.001
2025-02,Iceland,Chrome,49.508
2025-02,Iceland,Safari,19.772
2025-02,Iceland,Edge,6.317
2025-02,Iceland,Facebook,4.912
2025-02,Iceland,Chrome Mobile WebView,4.479
2025-02,Iceland,Firefox,3.855
2025-02,Iceland,Mobile Safari UI/WKWebView,3.675
2025-02,Iceland,Samsung Internet,2.748
2025-02,Iceland,Instagram,1.641
2025-02,Iceland,Opera,1.324
2025-02,Iceland,Brave,1.039
2025-02,Iceland,DuckDuckGo,0.301
2025-02,Iceland,TikTok,0.103
2025-02,Iceland,Pinterest,0.074
2025-02,Iceland,Yandex Browser,0.049
2025-02,Iceland,Avast Secure Browser,0.046
2025-02,Iceland,Twitter,0.04
2025-02,Iceland,Aloha Browser,0.033
2025-02,Iceland,Snapchat,0.017
2025-02,Iceland,Mi Browser,0.013
2025-02,Iceland,AVG,0.012
2025-02,Iceland,Ecosia,0.012
2025-02,Iceland,Oculus Browser,0.007
2025-02,Iceland,UC Browser,0.007
2025-02,Iceland,Huawei Browser,0.005
2025-02,Iceland,QQ Browser,0.004
2025-02,Iceland,Vivaldi,0.003
2025-02,Iceland,Whale,0.003
2025-02,Iceland,KakaoTalk,0.001
2025-02,Iceland,VivoBrowser,0.001
2025-02,Iceland,Other,0.0
2025-02,India,Chrome,65.966
2025-02,India,Chrome Mobile WebView,13.452
2025-02,India,Instagram,4.866
2025-02,India,Safari,3.003
2025-02,India,Facebook,2.935
2025-02,India,Edge,2.232
2025-02,India,Mobile Safari UI/WKWebView,1.888
2025-02,India,Firefox,1.182
2025-02,India,Brave,1.171
2025-02,India,Samsung Internet,1.038
2025-02,India,Opera,0.904
2025-02,India,VivoBrowser,0.605
2025-02,India,UC Browser,0.441
2025-02,India,Aloha Browser,0.054
2025-02,India,DuckDuckGo,0.049
2025-02,India,Snapchat,0.049
2025-02,India,Mi Browser,0.04
2025-02,India,HiBrowser,0.037
2025-02,India,Twitter,0.036
2025-02,India,Pinterest,0.017
2025-02,India,Yandex Browser,0.012
2025-02,India,Avast Secure Browser,0.008
2025-02,India,Huawei Browser,0.005
2025-02,India,AVG,0.004
2025-02,India,Other,0.003
2025-02,India,Coc Coc,0.001
2025-02,India,Ecosia,0.001
2025-02,India,Whale,0.001
2025-02,Ireland,Chrome,50.521
2025-02,Ireland,Safari,15.348
2025-02,Ireland,Mobile Safari UI/WKWebView,8.968
2025-02,Ireland,Edge,4.944
2025-02,Ireland,Chrome Mobile WebView,4.836
2025-02,Ireland,Facebook,4.386
2025-02,Ireland,Samsung Internet,3.222
2025-02,Ireland,Firefox,2.707
2025-02,Ireland,Instagram,2.507
2025-02,Ireland,Brave,0.716
2025-02,Ireland,Opera,0.674
2025-02,Ireland,DuckDuckGo,0.406
2025-02,Ireland,TikTok,0.259
2025-02,Ireland,Snapchat,0.128
2025-02,Ireland,Twitter,0.081
2025-02,Ireland,Pinterest,0.05
2025-02,Ireland,Mi Browser,0.035
2025-02,Ireland,Avast Secure Browser,0.034
2025-02,Ireland,Yandex Browser,0.034
2025-02,Ireland,AVG,0.03
2025-02,Ireland,Aloha Browser,0.029
2025-02,Ireland,Ecosia,0.028
2025-02,Ireland,Huawei Browser,0.026
2025-02,Ireland,Oculus Browser,0.014
2025-02,Ireland,UC Browser,0.009
2025-02,Ireland,Other,0.002
2025-02,Ireland,QQ Browser,0.002
2025-02,Ireland,VivoBrowser,0.002
2025-02,Ireland,Whale,0.002
2025-02,Ireland,HiBrowser,0.001
2025-02,Italy,Chrome,54.006
2025-02,Italy,Safari,12.795
2025-02,Italy,Mobile Safari UI/WKWebView,6.444
2025-02,Italy,Chrome Mobile WebView,5.14
2025-02,Italy,Facebook,4.843
2025-02,Italy,Edge,4.392
2025-02,Italy,Firefox,3.901
2025-02,Italy,Instagram,3.126
2025-02,Italy,Samsung Internet,2.823
2025-02,Italy,Brave,0.683
2025-02,Italy,Opera,0.679
2025-02,Italy,TikTok,0.369
2025-02,Italy,Mi Browser,0.21
2025-02,Italy,DuckDuckGo,0.145
2025-02,Italy,Avast Secure Browser,0.094
2025-02,Italy,Huawei Browser,0.082
2025-02,Italy,Pinterest,0.052
2025-02,Italy,Aloha Browser,0.041
2025-02,Italy,Yandex Browser,0.039
2025-02,Italy,AVG,0.037
2025-02,Italy,Twitter,0.036
2025-02,Italy,Ecosia,0.031
2025-02,Italy,UC Browser,0.015
2025-02,Italy,Oculus Browser,0.005
2025-02,Italy,Snapchat,0.005
2025-02,Italy,Other,0.003
2025-02,Italy,QQ Browser,0.002
2025-02,Italy,Vivaldi,0.001
2025-02,Italy,VivoBrowser,0.001
2025-02,Italy,Whale,0.001
2025-02,Latvia,Chrome,58.699
2025-02,Latvia,Safari,10.656
2025-02,Latvia,Firefox,6.548
2025-02,Latvia,Edge,5.25
2025-02,Latvia,Samsung Internet,3.469
2025-02,Latvia,Mobile Safari UI/WKWebView,3.414
2025-02,Latvia,Chrome Mobile WebView,3.33
2025-02,Latvia,Facebook,2.601
2025-02,Latvia,Opera,2.555
2025-02,Latvia,Brave,1.045
2025-02,Latvia,Instagram,0.868
2025-02,Latvia,Yandex Browser,0.82
2025-02,Latvia,DuckDuckGo,0.124
2025-02,Latvia,TikTok,0.118
2025-02,Latvia,Mi Browser,0.114
2025-02,Latvia,Huawei Browser,0.106
2025-02,Latvia,Avast Secure Browser,0.098
2025-02,Latvia,Pinterest,0.042
2025-02,Latvia,Aloha Browser,0.038
2025-02,Latvia,UC Browser,0.027
2025-02,Latvia,AVG,0.021
2025-02,Latvia,Twitter,0.018
2025-02,Latvia,Snapchat,0.012
2025-02,Latvia,Ecosia,0.006
2025-02,Latvia,Whale,0.006
2025-02,Latvia,Other,0.004
2025-02,Latvia,Oculus Browser,0.003
2025-02,Latvia,Vivaldi,0.003
2025-02,Latvia,QQ Browser,0.002
2025-02,Latvia,Sogou Explorer,0.002
2025-02,Latvia,VivoBrowser,0.001
2025-02,Liechtenstein,Chrome,41.715
2025-02,Liechtenstein,Safari,17.654
2025-02,Liechtenstein,Edge,13.071
2025-02,Liechtenstein,Firefox,12.281
2025-02,Liechtenstein,Mobile Safari UI/WKWebView,4.688
2025-02,Liechtenstein,Samsung Internet,3.012
2025-02,Liechtenstein,Chrome Mobile WebView,1.645
2025-02,Liechtenstein,Opera,1.348
2025-02,Liechtenstein,Instagram,1.22
2025-02,Liechtenstein,Facebook,1.148
2025-02,Liechtenstein,Brave,1.072
2025-02,Liechtenstein,DuckDuckGo,0.751
2025-02,Liechtenstein,Pinterest,0.114
2025-02,Liechtenstein,TikTok,0.067
2025-02,Liechtenstein,Yandex Browser,0.047
2025-02,Liechtenstein,Ecosia,0.04
2025-02,Liechtenstein,Avast Secure Browser,0.034
2025-02,Liechtenstein,Other,0.034
2025-02,Liechtenstein,AVG,0.027
2025-02,Liechtenstein,Aloha Browser,0.027
2025-02,Liechtenstein,Twitter,0.007
2025-02,Lithuania,Chrome,56.562
2025-02,Lithuania,Chrome Mobile WebView,7.861
2025-02,Lithuania,Safari,7.846
2025-02,Lithuania,Facebook,5.481
2025-02,Lithuania,Firefox,5.257
2025-02,Lithuania,Mobile Safari UI/WKWebView,4.555
2025-02,Lithuania,Edge,4.173
2025-02,Lithuania,Samsung Internet,3.6
2025-02,Lithuania,Opera,2.216
2025-02,Lithuania,Brave,0.891
2025-02,Lithuania,Instagram,0.713
2025-02,Lithuania,Yandex Browser,0.26
2025-02,Lithuania,Mi Browser,0.134
2025-02,Lithuania,Huawei Browser,0.092
2025-02,Lithuania,DuckDuckGo,0.09
2025-02,Lithuania,Avast Secure Browser,0.082
2025-02,Lithuania,TikTok,0.07
2025-02,Lithuania,Pinterest,0.027
2025-02,Lithuania,Aloha Browser,0.026
2025-02,Lithuania,AVG,0.015
2025-02,Lithuania,Snapchat,0.012
2025-02,Lithuania,UC Browser,0.009
2025-02,Lithuania,Twitter,0.008
2025-02,Lithuania,Vivaldi,0.005
2025-02,Lithuania,Ecosia,0.004
2025-02,Lithuania,Oculus Browser,0.003
2025-02,Lithuania,Whale,0.002
2025-02,Lithuania,Other,0.001
2025-02,Lithuania,QQ Browser,0.001
2025-02,Lithuania,Sogou Explorer,0.001
2025-02,Lithuania,VivoBrowser,0.001
2025-02,Luxembourg,Chrome,37.859
2025-02,Luxembourg,Safari,22.885
2025-02,Luxembourg,Firefox,10.346
2025-02,Luxembourg,Edge,7.568
2025-02,Luxembourg,Mobile Safari UI/WKWebView,6.681
2025-02,Luxembourg,Samsung Internet,3.202
2025-02,Luxembourg,Facebook,2.998
2025-02,Luxembourg,Chrome Mobile WebView,2.638
2025-02,Luxembourg,Instagram,1.84
2025-02,Luxembourg,Opera,1.343
2025-02,Luxembourg,Brave,1.231
2025-02,Luxembourg,DuckDuckGo,0.389
2025-02,Luxembourg,Yandex Browser,0.163
2025-02,Luxembourg,TikTok,0.16
2025-02,Luxembourg,UC Browser,0.121
2025-02,Luxembourg,Pinterest,0.102
2025-02,Luxembourg,Snapchat,0.085
2025-02,Luxembourg,Ecosia,0.071
2025-02,Luxembourg,Aloha Browser,0.057
2025-02,Luxembourg,Twitter,0.052
2025-02,Luxembourg,Avast Secure Browser,0.051
2025-02,Luxembourg,QQ Browser,0.046
2025-02,Luxembourg,Mi Browser,0.041
2025-02,Luxembourg,Huawei Browser,0.032
2025-02,Luxembourg,AVG,0.013
2025-02,Luxembourg,VivoBrowser,0.007
2025-02,Luxembourg,Oculus Browser,0.004
2025-02,Luxembourg,Other,0.004
2025-02,Luxembourg,HiBrowser,0.003
2025-02,Luxembourg,Vivaldi,0.003
2025-02,Luxembourg,Whale,0.002
2025-02,Luxembourg,Baidu Browser,0.001
2025-02,Luxembourg,Instabridge,0.001
2025-02,Luxembourg,Wave Browser,0.001
2025-02,Malta,Chrome,55.997
2025-02,Malta,Safari,12.295
2025-02,Malta,Edge,6.376
2025-02,Malta,Mobile Safari UI/WKWebView,5.928
2025-02,Malta,Facebook,4.654
2025-02,Malta,Firefox,4.612
2025-02,Malta,Chrome Mobile WebView,3.439
2025-02,Malta,Samsung Internet,1.909
2025-02,Malta,Brave,1.609
2025-02,Malta,Opera,1.277
2025-02,Malta,Instagram,1.166
2025-02,Malta,DuckDuckGo,0.149
2025-02,Malta,Mi Browser,0.093
2025-02,Malta,TikTok,0.085
2025-02,Malta,Aloha Browser,0.067
2025-02,Malta,Pinterest,0.066
2025-02,Malta,Avast Secure Browser,0.054
2025-02,Malta,UC Browser,0.049
2025-02,Malta,AVG,0.042
2025-02,Malta,Twitter,0.04
2025-02,Malta,Yandex Browser,0.04
2025-02,Malta,Huawei Browser,0.021
2025-02,Malta,Ecosia,0.009
2025-02,Malta,Oculus Browser,0.005
2025-02,Malta,Other,0.005
2025-02,Malta,Snapchat,0.005
2025-02,Malta,VivoBrowser,0.005
2025-02,Malta,HiBrowser,0.002
2025-02,Malta,Whale,0.002
2025-02,Netherlands,Chrome,43.485
2025-02,Netherlands,Safari,17.81
2025-02,Netherlands,Edge,8.328
2025-02,Netherlands,Mobile Safari UI/WKWebView,6.309
2025-02,Netherlands,Opera,4.696
2025-02,Netherlands,Firefox,4.444
2025-02,Netherlands,Facebook,3.531
2025-02,Netherlands,Chrome Mobile WebView,3.311
2025-02,Netherlands,Samsung Internet,3.261
2025-02,Netherlands,Instagram,2.024
2025-02,Netherlands,Brave,1.0
2025-02,Netherlands,Yandex Browser,0.463
2025-02,Netherlands,DuckDuckGo,0.369
2025-02,Netherlands,TikTok,0.274
2025-02,Netherlands,Aloha Browser,0.156
2025-02,Netherlands,Snapchat,0.108
2025-02,Netherlands,Pinterest,0.073
2025-02,Netherlands,UC Browser,0.073
2025-02,Netherlands,AVG,0.06
2025-02,Netherlands,Avast Secure Browser,0.048
2025-02,Netherlands,Twitter,0.047
2025-02,Netherlands,Ecosia,0.045
2025-02,Netherlands,Mi Browser,0.036
2025-02,Netherlands,Huawei Browser,0.017
2025-02,Netherlands,VivoBrowser,0.009
2025-02,Netherlands,Oculus Browser,0.007
2025-02,Netherlands,HiBrowser,0.005
2025-02,Netherlands,QQ Browser,0.004
2025-02,Netherlands,Vivaldi,0.003
2025-02,Netherlands,Whale,0.003
2025-02,Netherlands,Other,0.002
2025-02,Netherlands,Mint Browser,0.001
2025-02,New Zealand,Chrome,51.58
2025-02,New Zealand,Safari,18.026
2025-02,New Zealand,Edge,6.754
2025-02,New Zealand,Facebook,6.121
2025-02,New Zealand,Mobile Safari UI/WKWebView,5.42
2025-02,New Zealand,Firefox,2.871
2025-02,New Zealand,Samsung Internet,2.712
2025-02,New Zealand,Chrome Mobile WebView,2.445
2025-02,New Zealand,Instagram,1.712
2025-02,New Zealand,Brave,0.825
2025-02,New Zealand,Opera,0.808
2025-02,New Zealand,DuckDuckGo,0.232
2025-02,New Zealand,TikTok,0.157
2025-02,New Zealand,Pinterest,0.07
2025-02,New Zealand,Snapchat,0.054
2025-02,New Zealand,Avast Secure Browser,0.036
2025-02,New Zealand,AVG,0.03
2025-02,New Zealand,Twitter,0.028
2025-02,New Zealand,Aloha Browser,0.023
2025-02,New Zealand,Huawei Browser,0.023
2025-02,New Zealand,Ecosia,0.017
2025-02,New Zealand,Yandex Browser,0.012
